task_name,component_id,task_schedulable,avg_response_time,max_response_time,component_schedulable
Task_95,Rain_Gauge_Sensor,1,10,04,17,74,1
Task_96,Rain_Gauge_Sensor,1,0,00,0,00,1
Task_97,Rain_Gauge_Sensor,1,0,00,0,00,1
Task_98,Snow_Gauge_Sensor,1,0,00,0,00,1
Task_99,Snow_Gauge_Sensor,1,0,00,0,00,1
Task_100,Snow_Gauge_Sensor,1,0,00,0,00,1
Task_101,Snow_Gauge_Sensor,1,0,00,0,00,1
Task_102,Snow_Gauge_Sensor,1,0,00,0,00,1
Task_103,Snow_Gauge_Sensor,1,0,00,0,00,1
Task_104,Snow_Gauge_Sensor,1,0,00,0,00,1
Task_105,Snow_Gauge_Sensor,1,0,00,0,00,1
Task_106,Thermometer_Sensor,1,1,61,1,61,1
Task_107,Thermometer_Sensor,1,3,23,3,23,1
Task_108,Thermometer_Sensor,1,0,00,0,00,1
Task_109,Thermometer_Sensor,1,0,00,0,00,1
Task_110,Pyrometer_Sensor,1,0,00,0,00,1
Task_111,Pyrometer_Sensor,1,0,00,0,00,1
Task_112,Pyrometer_Sensor,1,0,00,0,00,1
Task_113,Photometer_Sensor,1,19,25,23,08,1
Task_114,Photometer_Sensor,1,8,22,12,07,1
